"","Q","Student","Consent","Stage2group","Stage1scoreRAW","Stage1score","Stage2scorePC","Stage2score","Stage2note","Stage3score","ZippGroup"
"409","2","82e4f983","Y","5",2,1,1,1,"",1,"E4"
"410","2","32ae40bc","Y","29",2,1,1,1,"",0,"E4"
"411","2","0d0ac8db","Y","16",2,1,1,1,"",1,"E4"
"412","2","f2dd42f0","Y","12",2,1,1,1,"",1,"E4"
"413","2","d82161dd","Y","39",2,1,NA,NA,"",1,"C1"
"414","2","443125ae","Y","5",0,0,1,1,"",1,"E2"
"415","2","4f4ad39e","Y","44",2,1,1,1,"",1,"E4"
"416","2","ddd2cd04","Y","42",0,0,NA,NA,"",1,"C0"
"417","2","4f663662","Y","43",0,0,NA,NA,"",1,"C0"
"418","2","7b561d0e","Y","22",0,0,1,1,"",1,"E2"
"419","2","b25f76c8","Y","9",0,0,1,1,"",1,"E2"
"420","2","be280e59","Y","69",2,1,NA,NA,"",1,"C1"
"421","2","b862c1bd","Y","29",2,1,1,1,"",1,"E4"
"422","2","1bbeee33","Y","3",0,0,1,1,"",1,"E2"
"423","2","284cfabc","Y","33",0,0,1,1,"",1,"E2"
"424","2","de875af5","Y","22",0,0,1,1,"",1,"E2"
"425","2","3d0480e9","Y","25",2,1,1,1,"",1,"E4"
"426","2","74607883","Y","72",0,0,NA,NA,"",1,"C0"
"427","2","6d48b8f1","Y","10",2,1,NA,NA,"",1,"C1"
"428","2","9aacdad8","Y","25",0,0,1,1,"",1,"E2"
"429","2","26e4e004","Y","36",0,0,0,0,"",1,"E1"
"430","2","0aaa9b40","Y","26",2,1,NA,NA,"",1,"C1"
"431","2","804d4297","Y","56",2,1,NA,NA,"",1,"C1"
"432","2","80b548d4","Y","55",2,1,1,1,"",1,"E4"
"433","2","6b5cafea","Y","37",0,0,1,1,"",1,"E2"
"434","2","667733fc","Y","9",0,0,1,1,"",1,"E2"
"435","2","6693b90b","Y","14",2,1,NA,NA,"",1,"C1"
"436","2","21612dca","Y","67",2,1,1,1,"",1,"E4"
"437","2","d1be95a1","Y","40",2,1,1,1,"",1,"E4"
"438","2","fa209808","Y","10",0,0,NA,NA,"",1,"C0"
"439","2","22d8ec91","Y","6",2,1,NA,NA,"",1,"C1"
"440","2","5e753aac","Y","38",0,0,1,1,"",1,"E2"
"441","2","c72bbe9c","Y","70",2,1,1,1,"",1,"E4"
"442","2","340feb85","Y","1",2,1,NA,NA,"",1,"C1"
"443","2","db9970cc","Y","21",2,1,1,1,"",1,"E4"
"444","2","50752564","Y","28",0,0,1,1,"",0,"E2"
"445","2","2931b188","Y","68",0,0,NA,NA,"",1,"C0"
"446","2","5c2d34c5","Y","19",2,1,1,1,"",1,"E4"
"447","2","af6f69fe","Y","72",2,1,NA,NA,"",1,"C1"
"448","2","c14ccb93","Y","19",0,0,1,1,"",1,"E2"
"449","2","dac8f33f","Y","42",0,0,NA,NA,"",1,"C0"
"450","2","71d009e7","Y","65",0,0,1,1,"",1,"E2"
"451","2","fc75dbf0","Y","41",2,1,1,1,"",1,"E4"
"452","2","62df6732","Y","36",0,0,0,0,"",1,"E1"
"453","2","4227fcc4","Y","52",2,1,1,1,"",1,"E4"
"454","2","bee6030b","Y","50",0,0,1,1,"",1,"E2"
"455","2","2a518c7a","Y","10",0,0,NA,NA,"",0,"C0"
"456","2","592d28be","Y","8",0,0,NA,NA,"",1,"C0"
"457","2","b3906a94","Y","45",2,1,NA,NA,"",1,"C1"
"458","2","f7db2e41","Y","55",0,0,1,1,"",1,"E2"
"459","2","7b7c162a","Y","34",0,0,1,1,"",0,"E2"
"460","2","e19537a4","Y","49",0,0,NA,NA,"",1,"C0"
"461","2","94c70820","Y","7",0,0,NA,NA,"",1,"C0"
"462","2","701c70db","Y","7",2,1,NA,NA,"",1,"C1"
"463","2","202019d7","Y","7",0,0,NA,NA,"",1,"C0"
"464","2","560fadca","Y","69",2,1,NA,NA,"",1,"C1"
"465","2","c9ee69e5","Y","3",0,0,1,1,"",1,"E2"
"466","2","1042f7fb","Y","36",0,0,0,0,"",1,"E1"
"467","2","1bcf4eb3","Y","47",2,1,NA,NA,"",1,"C1"
"468","2","659962bc","Y","63",2,1,1,1,"",1,"E4"
"469","2","c60a1819","Y","14",2,1,NA,NA,"",1,"C1"
"470","2","abcb9b41","Y","63",0,0,1,1,"",1,"E2"
"471","2","b710dd54","Y","34",0,0,1,1,"",1,"E2"
"472","2","9ee08759","Y","61",2,1,1,1,"",1,"E4"
"473","2","d7024081","Y","47",2,1,NA,NA,"",1,"C1"
"474","2","77979edf","Y","60",2,1,1,1,"",1,"E4"
"475","2","b72c3836","Y","38",2,1,1,1,"",1,"E4"
"476","2","613b5cd9","Y","29",2,1,1,1,"",1,"E4"
"477","2","339754b7","Y","59",2,1,1,1,"",1,"E4"
"478","2","726479cc","Y","62",2,1,1,1,"",1,"E4"
"479","2","ecd03b3e","Y","21",0,0,1,1,"",1,"E2"
"480","2","c6e8c3fa","Y","15",0,0,1,1,"",0,"E2"
"481","2","f595f97a","Y","12",0,0,1,1,"",1,"E2"
"482","2","eb969033","Y","53",2,1,1,1,"",1,"E4"
"483","2","89755288","Y","35",2,1,NA,NA,"",1,"C1"
"484","2","1e283d3b","Y","35",2,1,NA,NA,"",1,"C1"
"485","2","c05c79ae","Y","6",0,0,NA,NA,"",1,"C0"
"486","2","8f814292","Y","64",2,1,NA,NA,"",1,"C1"
"487","2","3af57869","Y","30",0,0,NA,NA,"",1,"C0"
"488","2","766c222b","Y","6",2,1,NA,NA,"",1,"C1"
"489","2","9a6c1109","Y","59",0,0,1,1,"",1,"E2"
"490","2","6f72dae0","Y","59",0,0,1,1,"",1,"E2"
"491","2","1f4db0e3","Y","54",0,0,1,1,"",1,"E2"
"492","2","fbe1ab7b","Y","49",2,1,NA,NA,"",1,"C1"
"493","2","9e020906","Y","17",0,0,1,1,"",1,"E2"
"494","2","bafa25db","Y","7",0,0,NA,NA,"",1,"C0"
"495","2","d0e7b154","Y","1",0,0,NA,NA,"",1,"C0"
"496","2","b0435f19","Y","66",2,1,NA,NA,"",1,"C1"
"497","2","ab68d30a","Y","16",2,1,1,1,"",1,"E4"
"498","2","fd41ba1c","Y","39",0,0,NA,NA,"",1,"C0"
"499","2","9025ac9a","Y","47",2,1,NA,NA,"",1,"C1"
"500","2","f69caddd","Y","64",0,0,NA,NA,"",1,"C0"
"501","2","e504bac0","Y","12",0,0,1,1,"",0,"E2"
"502","2","3889520b","Y","2",0,0,NA,NA,"",1,"C0"
"503","2","e57c8b99","Y","1",0,0,NA,NA,"",1,"C0"
"504","2","33be3af3","Y","43",2,1,NA,NA,"",1,"C1"
"505","2","47a63b7e","Y","46",2,1,1,1,"",1,"E4"
"506","2","8746057e","Y","12",2,1,1,1,"",1,"E4"
"507","2","e7e329ea","Y","56",2,1,NA,NA,"",1,"C1"
"508","2","ce8b3abd","Y","70",2,1,1,1,"",1,"E4"
"509","3","197d562b","Y","70",0,0,0.5,0,"",1,"E1"
"510","3","96d072bc","Y","48",0,0,1,1,"",1,"E2"
"511","3","9eade805","Y","24",0,0,0,0,"",1,"E1"
"512","3","fddc5240","Y","40",0,0,1,1,"",1,"E2"
"513","3","4f63bdda","Y","14",0,0,1,1,"",1,"E2"
"514","3","0f8e1f20","Y","50",0,0,NA,NA,"",1,"C0"
"515","3","e532b2e8","Y","45",0,0,1,1,"",1,"E2"
"516","3","058ce7a0","Y","30",4,1,1,1,"",1,"E4"
"517","3","4d841e61","Y","68",0,0,1,1,"",1,"E2"
"518","3","c348425f","Y","62",4,1,NA,NA,"",1,"C1"
"519","3","67af0b83","Y","28",0,0,1,1,"",1,"E2"
"520","3","3966c674","Y","17",0,0,NA,NA,"",1,"C0"
"521","3","ba5ad211","Y","58",4,1,1,1,"",1,"E4"
"522","3","646e6976","Y","41",4,1,1,1,"",1,"E4"
"523","3","a2c59239","Y","19",4,1,1,1,"",1,"E4"
"524","3","e1f2a406","Y","57",0,0,NA,NA,"",1,"C0"
"525","3","3ad8b6e0","Y","10",4,1,1,1,"",1,"E4"
"526","3","c13bb686","Y","63",0,0,1,1,"",1,"E2"
"527","3","3bdc5834","Y","41",0,0,1,1,"",1,"E2"
"528","3","261d4e6f","Y","40",0,0,1,1,"",1,"E2"
"529","3","5aff7169","Y","14",4,1,1,1,"",1,"E4"
"530","3","710b15d8","Y","13",0,0,1,1,"",1,"E2"
"531","3","e9d971d7","Y","58",0,0,1,1,"",1,"E2"
"532","3","a6215706","Y","65",4,1,1,1,"",1,"E4"
"533","3","5f4f6a19","Y","13",0,0,1,1,"",1,"E2"
"534","3","da38b7d6","Y","70",0,0,0.5,0,"",1,"E1"
"535","3","2d9b726e","Y","67",0,0,NA,NA,"",1,"C0"
"536","3","5db36a2e","Y","6",0,0,1,1,"",1,"E2"
"537","3","f60ef2f2","Y","13",0,0,1,1,"",1,"E2"
"538","3","a4267f3d","Y","49",0,0,0,0,"",1,"E1"
"539","3","3e9bfda8","Y","8",4,1,1,1,"",1,"E4"
"540","3","981d4269","Y","5",0,0,NA,NA,"",1,"C0"
"541","3","9c96c8a9","Y","9",0,0,NA,NA,"",1,"C0"
"542","3","897c4335","Y","34",0,0,NA,NA,"",1,"C0"
"543","3","90b7c0f8","Y","52",0,0,NA,NA,"",1,"C0"
"544","3","b9fda6b0","Y","32",0,0,1,1,"",1,"E2"
"545","3","5b272c3b","Y","30",0,0,1,1,"",1,"E2"
"546","3","c63f768d","Y","71",0,0,NA,NA,"",1,"C0"
"547","3","eecf2ed6","Y","44",0,0,NA,NA,"",1,"C0"
"548","3","b303b391","Y","48",0,0,1,1,"",1,"E2"
"549","3","b3b61219","Y","48",0,0,1,1,"",1,"E2"
"550","3","03aec73b","Y","58",4,1,1,1,"",1,"E4"
"551","3","72379027","Y","52",0,0,NA,NA,"",1,"C0"
"552","3","5e2447b3","Y","24",0,0,0,0,"",1,"E1"
"553","3","86992d74","Y","24",0,0,0,0,"",1,"E1"
"554","3","a55fdf0e","Y","48",0,0,1,1,"",1,"E2"
"555","3","02787d34","Y","49",4,1,0,0,"",1,"E3"
"556","3","6344ac17","Y","8",0,0,1,1,"",1,"E2"
"557","3","ec7f3391","Y","56",0,0,1,1,"",1,"E2"
"558","3","5c010bd8","Y","65",0,0,1,1,"",1,"E2"
"559","3","3c84a38a","Y","61",0,0,1,1,"",1,"E2"
"560","3","3abc159e","Y","71",0,0,NA,NA,"",1,"C0"
"561","3","715014f1","Y","53",0,0,NA,NA,"",1,"C0"
"562","3","0907ef5e","Y","32",0,0,1,1,"",0,"E2"
"563","3","73872eef","Y","66",0,0,1,1,"",1,"E2"
"564","3","aaa244ee","Y","25",0,0,1,1,"",1,"E2"
"565","3","b70fb384","Y","57",4,1,NA,NA,"",1,"C1"
"566","3","d6105505","Y","39",4,1,1,1,"",1,"E4"
"567","3","ef44fc9e","Y","63",0,0,1,1,"",1,"E2"
"568","3","27e06bfd","Y","4",0,0,1,1,"",1,"E2"
"569","3","ac5be584","Y","50",0,0,NA,NA,"",1,"C0"
"570","3","07415149","Y","30",0,0,1,1,"",1,"E2"
"571","3","90450d4f","Y","33",4,1,NA,NA,"",1,"C1"
"572","3","5ccf607b","Y","45",0,0,1,1,"",1,"E2"
"573","3","35ce23c9","Y","31",4,1,1,1,"",1,"E4"
"574","3","9ff4ccf0","Y","24",0,0,0,0,"",1,"E1"
"575","3","c2ac5f8c","Y","53",0,0,NA,NA,"",1,"C0"
"576","3","9db2fbe2","Y","25",4,1,1,1,"",1,"E4"
"577","3","d7673f50","Y","21",0,0,1,1,"",1,"E2"
"578","3","996c49b9","Y","57",4,1,NA,NA,"",1,"C1"
"579","3","15349c3e","Y","26",0,0,1,1,"",1,"E2"
"580","3","46ef6cf2","Y","55",4,1,NA,NA,"",1,"C1"
"581","3","5418101d","Y","3",0,0,NA,NA,"",1,"C0"
"582","3","21881d2d","Y","42",0,0,1,1,"",1,"E2"
"583","3","d6225c5a","Y","66",0,0,1,1,"",1,"E2"
"584","3","fed5e072","Y","42",0,0,1,1,"",NA,"E2"
"585","3","c52ac88a","Y","46",0,0,0,0,"",1,"E1"
"586","3","d709fa60","Y","23",0,0,NA,NA,"",1,"C0"
"587","3","daa22637","Y","64",0,0,1,1,"",1,"E2"
"588","3","0214bddb","Y","66",4,1,1,1,"",1,"E4"
"589","3","f34323b3","Y","17",0,0,NA,NA,"",1,"C0"
"590","3","8b4387a7","Y","55",0,0,NA,NA,"",1,"C0"
"591","3","681e8d13","Y","46",0,0,0,0,"",1,"E1"
"592","3","e2c06827","Y","28",4,1,1,1,"",1,"E4"
"593","3","c2c68661","Y","23",0,0,NA,NA,"",1,"C0"
"594","3","314d3e9e","Y","53",0,0,NA,NA,"",1,"C0"
"595","3","637b06ab","Y","54",0,0,NA,NA,"",1,"C0"
"596","3","b88d0948","Y","35",0,0,1,1,"",1,"E2"
"597","3","4efa6d56","Y","4",0,0,1,1,"",1,"E2"
"598","3","7764300b","Y","28",0,0,1,1,"",1,"E2"
"599","3","b9a62cca","Y","37",0,0,1,1,"",NA,"E2"
"600","3","4f587fd9","Y","17",0,0,NA,NA,"",1,"C0"
"601","3","3c443de7","Y","50",4,1,NA,NA,"",1,"C1"
"602","3","c3499ef0","Y","33",0,0,NA,NA,"",1,"C0"
"603","3","38770665","Y","16",0,0,NA,NA,"",1,"C0"
"604","3","da35ced4","Y","26",4,1,1,1,"",1,"E4"
"605","3","8473c865","Y","16",0,0,NA,NA,"",1,"C0"
"606","3","73a094bb","Y","22",4,1,1,1,"",1,"E4"
"607","3","6fb654b5","Y","18",0,0,NA,NA,"",1,"C0"
"608","3","1cba2e38","Y","36",0,0,1,1,"",1,"E2"
"609","3","3165f4f2","Y","43",0,0,1,1,"",1,"E2"
"610","3","ff19994e","Y","31",0,0,1,1,"",1,"E2"
"611","3","b3b94cc6","Y","13",4,1,1,1,"",1,"E4"
"612","3","0f8cccfb","Y","4",4,1,1,1,"",1,"E4"
"613","3","540596e7","Y","29",4,1,NA,NA,"",1,"C1"
"614","3","b96cbefd","Y","41",4,1,1,1,"",1,"E4"
"615","3","396a5094","Y","61",4,1,1,1,"",1,"E4"
"616","3","847f0b39","Y","31",0,0,1,1,"",1,"E2"
"617","3","600e6ec7","Y","15",4,1,NA,NA,"",1,"C1"
"618","3","ab11cafa","Y","60",0,0,NA,NA,"",1,"C0"
"619","3","0b4c8fa9","Y","1",4,1,1,1,"",1,"E4"
"620","3","3dc8c3ae","Y","60",0,0,NA,NA,"",1,"C0"
"621","3","c2e15621","Y","22",4,1,1,1,"",1,"E4"
"622","3","795a33c4","Y","2",0,0,1,1,"",1,"E2"
"623","3","306a68b5","Y","61",0,0,1,1,"",1,"E2"
"624","3","5e1fefa4","Y","68",0,0,1,1,"",1,"E2"
"625","3","1d14a56e","Y","37",0,0,1,1,"",1,"E2"
"626","3","42ea4e17","Y","68",0,0,1,1,"",1,"E2"
"627","3","3e6003a0","Y","26",0,0,1,1,"",1,"E2"
"628","3","80f6436d","Y","33",0,0,NA,NA,"",1,"C0"
"629","3","6357148d","Y","62",0,0,NA,NA,"",1,"C0"
"630","3","404899e6","Y","18",0,0,NA,NA,"",1,"C0"
"631","3","fe48de2a","Y","57",4,1,NA,NA,"",1,"C1"
"632","3","1ec4b170","Y","23",4,1,NA,NA,"",1,"C1"
"633","3","7b89ad19","Y","32",0,0,1,1,"",1,"E2"
"634","3","22099a05","Y","56",0,0,1,1,"",NA,"E2"
"635","3","e77f48a5","Y","54",4,1,NA,NA,"",1,"C1"
"636","3","f859067a","Y","52",0,0,NA,NA,"",1,"C0"
"637","3","1fce5db0","Y","39",0,0,1,1,"",1,"E2"
"638","3","93a7e408","Y","72",0,0,0,0,"",1,"E1"
"639","3","57848858","Y","40",4,1,1,1,"",1,"E4"
"640","3","8d866aa9","Y","46",0,0,0,0,"",0,"E1"
"641","3","1bd97d91","Y","58",4,1,1,1,"",1,"E4"
"642","3","433ca1a4","Y","34",0,0,NA,NA,"",1,"C0"
"643","3","d0ccbc3e","Y","5",0,0,NA,NA,"",1,"C0"
"644","3","24fa701a","Y","71",0,0,NA,NA,"",1,"C0"
"645","3","b80f8841","Y","9",0,0,NA,NA,"",1,"C0"
"646","3","40decb5b","Y","3",4,1,NA,NA,"",1,"C1"
"647","3","a7d23896","Y","37",0,0,1,1,"",1,"E2"
"648","3","ec0ae93d","Y","67",0,0,NA,NA,"",1,"C0"
"649","3","6688993f","Y","43",0,0,1,1,"",1,"E2"
"650","3","274ebc21","Y","4",0,0,1,1,"",1,"E2"
"651","3","5feccbfe","Y","59",0,0,1,1,"",1,"E2"
"652","3","ec7d9428","Y","8",0,0,1,1,"",1,"E2"
"653","3","8c10f950","Y","72",0,0,0,0,"",1,"E1"
"654","3","18f20570","Y","32",4,1,1,1,"",1,"E4"
"655","3","c2e37220","Y","45",0,0,1,1,"",1,"E2"
"656","3","df70873b","Y","15",0,0,NA,NA,"",1,"C0"
"657","3","aeca5770","Y","2",0,0,1,1,"",1,"E2"
"658","3","7b7e20b8","Y","71",0,0,NA,NA,"",1,"C0"
"659","3","e62f3627","Y","64",0,0,1,1,"",1,"E2"
"660","3","06520949","Y","65",0,0,1,1,"",1,"E2"
"661","3","0fb9746b","Y","35",0,0,1,1,"",1,"E2"
"662","3","33703898","Y","44",0,0,NA,NA,"",1,"C0"
"663","3","82e4f983","Y","5",4,1,NA,NA,"",1,"C1"
"664","3","32ae40bc","Y","29",0,0,NA,NA,"",1,"C0"
"665","3","0d0ac8db","Y","16",0,0,NA,NA,"",1,"C0"
"666","3","f2dd42f0","Y","12",0,0,NA,NA,"",1,"C0"
"667","3","d82161dd","Y","39",4,1,1,1,"",1,"E4"
"668","3","443125ae","Y","5",0,0,NA,NA,"",1,"C0"
"669","3","4f4ad39e","Y","44",0,0,NA,NA,"",1,"C0"
"670","3","ddd2cd04","Y","42",0,0,1,1,"",1,"E2"
"671","3","4f663662","Y","43",0,0,1,1,"",1,"E2"
"672","3","7b561d0e","Y","22",4,1,1,1,"",1,"E4"
"673","3","b25f76c8","Y","9",4,1,NA,NA,"",1,"C1"
"674","3","be280e59","Y","69",0,0,1,1,"",1,"E2"
"675","3","b862c1bd","Y","29",0,0,NA,NA,"",1,"C0"
"676","3","1bbeee33","Y","3",0,0,NA,NA,"",1,"C0"
"677","3","284cfabc","Y","33",0,0,NA,NA,"",1,"C0"
"678","3","de875af5","Y","22",4,1,1,1,"",1,"E4"
"679","3","3d0480e9","Y","25",4,1,1,1,"",1,"E4"
"680","3","74607883","Y","72",0,0,0,0,"",1,"E1"
"681","3","6d48b8f1","Y","10",0,0,1,1,"",1,"E2"
"682","3","9aacdad8","Y","25",4,1,1,1,"",1,"E4"
"683","3","26e4e004","Y","36",4,1,1,1,"",1,"E4"
"684","3","0aaa9b40","Y","26",0,0,1,1,"",1,"E2"
"685","3","804d4297","Y","56",0,0,1,1,"",1,"E2"
"686","3","80b548d4","Y","55",4,1,NA,NA,"",1,"C1"
"687","3","6b5cafea","Y","37",4,1,1,1,"",1,"E4"
"688","3","667733fc","Y","9",4,1,NA,NA,"",1,"C1"
"689","3","6693b90b","Y","14",0,0,1,1,"",1,"E2"
"690","3","21612dca","Y","67",0,0,NA,NA,"",1,"C0"
"691","3","d1be95a1","Y","40",0,0,1,1,"",1,"E2"
"692","3","fa209808","Y","10",0,0,1,1,"",1,"E2"
"693","3","22d8ec91","Y","6",0,0,1,1,"",1,"E2"
"694","3","5e753aac","Y","38",0,0,0.5,0,"",1,"E1"
"695","3","c72bbe9c","Y","70",0,0,0.5,0,"",1,"E1"
"696","3","340feb85","Y","1",0,0,1,1,"",1,"E2"
"697","3","db9970cc","Y","21",4,1,1,1,"",1,"E4"
"698","3","50752564","Y","28",0,0,1,1,"",0,"E2"
"699","3","2931b188","Y","68",0,0,1,1,"",1,"E2"
"700","3","5c2d34c5","Y","19",0,0,1,1,"",1,"E2"
"701","3","af6f69fe","Y","72",0,0,0,0,"",1,"E1"
"702","3","c14ccb93","Y","19",4,1,1,1,"",1,"E4"
"703","3","dac8f33f","Y","42",0,0,1,1,"",1,"E2"
"704","3","71d009e7","Y","65",4,1,1,1,"",1,"E4"
"705","3","fc75dbf0","Y","41",0,0,1,1,"",1,"E2"
"706","3","62df6732","Y","36",0,0,1,1,"",1,"E2"
"707","3","4227fcc4","Y","52",0,0,NA,NA,"",1,"C0"
"708","3","bee6030b","Y","50",0,0,NA,NA,"",1,"C0"
"709","3","2a518c7a","Y","10",0,0,1,1,"",1,"E2"
"710","3","592d28be","Y","8",0,0,1,1,"",1,"E2"
"711","3","b3906a94","Y","45",4,1,1,1,"",1,"E4"
"712","3","f7db2e41","Y","55",0,0,NA,NA,"",1,"C0"
"713","3","7b7c162a","Y","34",0,0,NA,NA,"",1,"C0"
"714","3","e19537a4","Y","49",0,0,0,0,"",1,"E1"
"715","3","94c70820","Y","7",0,0,1,1,"",1,"E2"
"716","3","701c70db","Y","7",4,1,1,1,"",1,"E4"
"717","3","202019d7","Y","7",0,0,1,1,"",1,"E2"
"718","3","560fadca","Y","69",0,0,1,1,"",1,"E2"
"719","3","c9ee69e5","Y","3",0,0,NA,NA,"",1,"C0"
"720","3","1042f7fb","Y","36",0,0,1,1,"",1,"E2"
"721","3","1bcf4eb3","Y","47",4,1,1,1,"",1,"E4"
"722","3","659962bc","Y","63",4,1,1,1,"",1,"E4"
"723","3","c60a1819","Y","14",0,0,1,1,"",1,"E2"
"724","3","abcb9b41","Y","63",4,1,1,1,"",1,"E4"
"725","3","b710dd54","Y","34",0,0,NA,NA,"",0,"C0"
"726","3","9ee08759","Y","61",4,1,1,1,"",1,"E4"
"727","3","d7024081","Y","47",0,0,1,1,"",1,"E2"
"728","3","77979edf","Y","60",0,0,NA,NA,"",1,"C0"
"729","3","b72c3836","Y","38",0,0,0.5,0,"",1,"E1"
"730","3","613b5cd9","Y","29",0,0,NA,NA,"",1,"C0"
"731","3","339754b7","Y","59",4,1,1,1,"",1,"E4"
"732","3","726479cc","Y","62",4,1,NA,NA,"",1,"C1"
"733","3","ecd03b3e","Y","21",4,1,1,1,"",1,"E4"
"734","3","c6e8c3fa","Y","15",0,0,NA,NA,"",1,"C0"
"735","3","f595f97a","Y","12",0,0,NA,NA,"",1,"C0"
"736","3","eb969033","Y","53",0,0,NA,NA,"",1,"C0"
"737","3","89755288","Y","35",4,1,1,1,"",1,"E4"
"738","3","1e283d3b","Y","35",4,1,1,1,"",1,"E4"
"739","3","c05c79ae","Y","6",0,0,1,1,"",1,"E2"
"740","3","8f814292","Y","64",0,0,1,1,"",1,"E2"
"741","3","3af57869","Y","30",0,0,1,1,"",1,"E2"
"742","3","766c222b","Y","6",4,1,1,1,"",1,"E4"
"743","3","9a6c1109","Y","59",0,0,1,1,"",1,"E2"
"744","3","6f72dae0","Y","59",0,0,1,1,"",1,"E2"
"745","3","1f4db0e3","Y","54",0,0,NA,NA,"",1,"C0"
"746","3","fbe1ab7b","Y","49",0,0,0,0,"",1,"E1"
"747","3","9e020906","Y","17",0,0,NA,NA,"",1,"C0"
"748","3","bafa25db","Y","7",0,0,1,1,"",1,"E2"
"749","3","d0e7b154","Y","1",0,0,1,1,"",1,"E2"
"750","3","b0435f19","Y","66",0,0,1,1,"",1,"E2"
"751","3","ab68d30a","Y","16",0,0,NA,NA,"",1,"C0"
"752","3","fd41ba1c","Y","39",0,0,1,1,"",1,"E2"
"753","3","9025ac9a","Y","47",0,0,1,1,"",1,"E2"
"754","3","f69caddd","Y","64",0,0,1,1,"",0,"E2"
"755","3","e504bac0","Y","12",0,0,NA,NA,"",0,"C0"
"756","3","3889520b","Y","2",0,0,1,1,"",0,"E2"
"757","3","e57c8b99","Y","1",0,0,1,1,"",1,"E2"
"758","3","33be3af3","Y","43",0,0,1,1,"",1,"E2"
"759","3","47a63b7e","Y","46",0,0,0,0,"",1,"E1"
"760","3","8746057e","Y","12",0,0,NA,NA,"",1,"C0"
"761","3","e7e329ea","Y","56",0,0,1,1,"",1,"E2"
"762","3","ce8b3abd","Y","70",0,0,0.5,0,"",1,"E1"
"763","4","197d562b","Y","70",0,0,0,0,"",0,"E1"
"764","4","96d072bc","Y","48",2,1,NA,NA,"",1,"C1"
"765","4","9eade805","Y","24",0,0,NA,NA,"",1,"C0"
"766","4","fddc5240","Y","40",0,0,0,0,"",1,"E1"
"767","4","4f63bdda","Y","14",0,0,1,1,"",1,"E2"
"768","4","0f8e1f20","Y","50",0,0,NA,NA,"",1,"C0"
"769","4","e532b2e8","Y","45",0,0,1,1,"",1,"E2"
"770","4","058ce7a0","Y","30",0,0,1,1,"",1,"E2"
"771","4","4d841e61","Y","68",0,0,1,1,"",1,"E2"
"772","4","c348425f","Y","62",0,0,NA,NA,"",1,"C0"
"773","4","67af0b83","Y","28",0,0,1,1,"",1,"E2"
"774","4","3966c674","Y","17",0,0,0,0,"",0,"E1"
"775","4","ba5ad211","Y","58",0,0,1,1,"",1,"E2"
"776","4","646e6976","Y","41",2,1,1,1,"",1,"E4"
"777","4","a2c59239","Y","19",0,0,NA,NA,"",1,"C0"
"778","4","e1f2a406","Y","57",2,1,0.5,0,"",1,"E3"
"779","4","3ad8b6e0","Y","10",0,0,0,0,"",1,"E1"
"780","4","c13bb686","Y","63",0,0,1,1,"",0,"E2"
"781","4","3bdc5834","Y","41",0,0,1,1,"",0,"E2"
"782","4","261d4e6f","Y","40",0,0,0,0,"",1,"E1"
"783","4","5aff7169","Y","14",2,1,1,1,"",1,"E4"
"784","4","710b15d8","Y","13",0,0,0,0,"",1,"E1"
"785","4","e9d971d7","Y","58",2,1,1,1,"",1,"E4"
"786","4","a6215706","Y","65",0,0,0,0,"",1,"E1"
"787","4","5f4f6a19","Y","13",0,0,0,0,"",1,"E1"
"788","4","da38b7d6","Y","70",0,0,0,0,"",1,"E1"
"789","4","2d9b726e","Y","67",0,0,1,1,"",0,"E2"
"790","4","5db36a2e","Y","6",0,0,NA,NA,"",0,"C0"
"791","4","f60ef2f2","Y","13",0,0,0,0,"",1,"E1"
"792","4","a4267f3d","Y","49",2,1,NA,NA,"",1,"C1"
"793","4","3e9bfda8","Y","8",0,0,0.5,0,"",1,"E1"
"794","4","981d4269","Y","5",0,0,0.5,0,"",1,"E1"
"795","4","9c96c8a9","Y","9",0,0,NA,NA,"",1,"C0"
"796","4","897c4335","Y","34",0,0,1,1,"",1,"E2"
"797","4","90b7c0f8","Y","52",0,0,0,0,"",1,"E1"
"798","4","b9fda6b0","Y","32",2,1,1,1,"",1,"E4"
"799","4","5b272c3b","Y","30",0,0,1,1,"",1,"E2"
"800","4","c63f768d","Y","71",2,1,1,1,"",1,"E4"
"801","4","eecf2ed6","Y","44",0,0,NA,NA,"",1,"C0"
"802","4","b303b391","Y","48",0,0,NA,NA,"",1,"C0"
"803","4","b3b61219","Y","48",0,0,NA,NA,"",1,"C0"
"804","4","03aec73b","Y","58",0,0,1,1,"",1,"E2"
"805","4","72379027","Y","52",0,0,0,0,"",1,"E1"
"806","4","5e2447b3","Y","24",0,0,NA,NA,"",1,"C0"
"807","4","86992d74","Y","24",0,0,NA,NA,"",1,"C0"
"808","4","a55fdf0e","Y","48",0,0,NA,NA,"",1,"C0"
"809","4","02787d34","Y","49",2,1,NA,NA,"",1,"C1"
"810","4","6344ac17","Y","8",0,0,0.5,0,"",1,"E1"
"811","4","ec7f3391","Y","56",0,0,NA,NA,"",1,"C0"
"812","4","5c010bd8","Y","65",0,0,0,0,"",1,"E1"
"813","4","3c84a38a","Y","61",0,0,1,1,"",1,"E2"
"814","4","3abc159e","Y","71",0,0,1,1,"",1,"E2"
"815","4","715014f1","Y","53",0,0,0,0,"",1,"E1"
"816","4","0907ef5e","Y","32",0,0,1,1,"",1,"E2"
