"","Q","Student","Consent","Stage2group","Stage1scoreRAW","Stage1score","Stage2scorePC","Stage2score","Stage2note","Stage3score","ZippGroup"
"1","1","197d562b","Y","70",0,0,NA,NA,"",1,"C0"
"2","1","96d072bc","Y","48",4,1,1,1,"",1,"E4"
"3","1","9eade805","Y","24",0,0,NA,NA,"",1,"C0"
"4","1","fddc5240","Y","40",4,1,NA,NA,"",1,"C1"
"5","1","4f63bdda","Y","14",4,1,1,1,"",1,"E4"
"6","1","0f8e1f20","Y","50",0,0,1,1,"",1,"E2"
"7","1","e532b2e8","Y","45",4,1,1,1,"",1,"E4"
"8","1","058ce7a0","Y","30",4,1,1,1,"",1,"E4"
"9","1","4d841e61","Y","68",4,1,1,1,"",1,"E4"
"10","1","c348425f","Y","62",0,0,0.5,0,"",0,"E1"
"11","1","67af0b83","Y","28",4,1,NA,NA,"",1,"C1"
"12","1","3966c674","Y","17",4,1,1,1,"",1,"E4"
"13","1","ba5ad211","Y","58",4,1,1,1,"",1,"E4"
"14","1","646e6976","Y","41",4,1,NA,NA,"",1,"C1"
"15","1","a2c59239","Y","19",0,0,NA,NA,"",0,"C0"
"16","1","e1f2a406","Y","57",0,0,1,1,"",1,"E2"
"17","1","3ad8b6e0","Y","10",4,1,1,1,"",1,"E4"
"18","1","c13bb686","Y","63",4,1,NA,NA,"",1,"C1"
"19","1","3bdc5834","Y","41",4,1,NA,NA,"",0,"C1"
"20","1","261d4e6f","Y","40",4,1,NA,NA,"",1,"C1"
"21","1","5aff7169","Y","14",4,1,1,1,"",1,"E4"
"22","1","710b15d8","Y","13",4,1,NA,NA,"",1,"C1"
"23","1","e9d971d7","Y","58",0,0,1,1,"",1,"E2"
"24","1","a6215706","Y","65",4,1,NA,NA,"",1,"C1"
"25","1","5f4f6a19","Y","13",0,0,NA,NA,"",1,"C0"
"26","1","da38b7d6","Y","70",0,0,NA,NA,"",1,"C0"
"27","1","2d9b726e","Y","67",0,0,1,1,"",1,"E2"
"28","1","5db36a2e","Y","6",4,1,1,1,"",1,"E4"
"29","1","f60ef2f2","Y","13",0,0,NA,NA,"",1,"C0"
"30","1","a4267f3d","Y","49",4,1,1,1,"",1,"E4"
"31","1","3e9bfda8","Y","8",4,1,1,1,"",1,"E4"
"32","1","981d4269","Y","5",0,0,1,1,"",1,"E2"
"33","1","9c96c8a9","Y","9",4,1,1,1,"",1,"E4"
"34","1","897c4335","Y","34",4,1,1,1,"",1,"E4"
"35","1","90b7c0f8","Y","52",0,0,1,1,"",1,"E2"
"36","1","b9fda6b0","Y","32",0,0,NA,NA,"",1,"C0"
"37","1","5b272c3b","Y","30",4,1,1,1,"",0,"E4"
"38","1","c63f768d","Y","71",0,0,1,1,"",1,"E2"
"39","1","eecf2ed6","Y","44",0,0,1,1,"",1,"E2"
"40","1","b303b391","Y","48",0,0,1,1,"",1,"E2"
"41","1","b3b61219","Y","48",4,1,1,1,"",0,"E4"
"42","1","03aec73b","Y","58",4,1,1,1,"",1,"E4"
"43","1","72379027","Y","52",4,1,1,1,"",0,"E4"
"44","1","5e2447b3","Y","24",4,1,NA,NA,"",1,"C1"
"45","1","86992d74","Y","24",0,0,NA,NA,"",1,"C0"
"46","1","a55fdf0e","Y","48",0,0,1,1,"",1,"E2"
"47","1","02787d34","Y","49",4,1,1,1,"",1,"E4"
"48","1","6344ac17","Y","8",0,0,1,1,"",1,"E2"
"49","1","ec7f3391","Y","56",4,1,1,1,"",1,"E4"
"50","1","5c010bd8","Y","65",4,1,NA,NA,"",1,"C1"
"51","1","3c84a38a","Y","61",4,1,NA,NA,"",1,"C1"
"52","1","3abc159e","Y","71",4,1,1,1,"",1,"E4"
"53","1","715014f1","Y","53",4,1,1,1,"",1,"E4"
"54","1","0907ef5e","Y","32",0,0,NA,NA,"",1,"C0"
"55","1","73872eef","Y","66",0,0,1,1,"",1,"E2"
"56","1","aaa244ee","Y","25",0,0,NA,NA,"",1,"C0"
"57","1","b70fb384","Y","57",0,0,1,1,"",1,"E2"
"58","1","d6105505","Y","39",4,1,1,1,"",1,"E4"
"59","1","ef44fc9e","Y","63",4,1,NA,NA,"",1,"C1"
"60","1","27e06bfd","Y","4",4,1,NA,NA,"",0,"C1"
"61","1","ac5be584","Y","50",4,1,1,1,"",1,"E4"
"62","1","07415149","Y","30",4,1,1,1,"",0,"E4"
"63","1","90450d4f","Y","33",4,1,1,1,"",1,"E4"
"64","1","5ccf607b","Y","45",4,1,1,1,"",1,"E4"
"65","1","35ce23c9","Y","31",4,1,NA,NA,"",1,"C1"
"66","1","9ff4ccf0","Y","24",4,1,NA,NA,"",1,"C1"
"67","1","c2ac5f8c","Y","53",4,1,1,1,"",1,"E4"
"68","1","9db2fbe2","Y","25",4,1,NA,NA,"",1,"C1"
"69","1","d7673f50","Y","21",4,1,NA,NA,"",1,"C1"
"70","1","996c49b9","Y","57",0,0,1,1,"",1,"E2"
"71","1","15349c3e","Y","26",4,1,1,1,"",1,"E4"
"72","1","46ef6cf2","Y","55",4,1,1,1,"",1,"E4"
"73","1","5418101d","Y","3",4,1,1,1,"",1,"E4"
"74","1","21881d2d","Y","42",4,1,1,1,"",1,"E4"
"75","1","d6225c5a","Y","66",4,1,1,1,"",1,"E4"
"76","1","fed5e072","Y","42",0,0,1,1,"",NA,"E2"
"77","1","c52ac88a","Y","46",0,0,NA,NA,"",1,"C0"
"78","1","d709fa60","Y","23",0,0,1,1,"",0,"E2"
"79","1","daa22637","Y","64",0,0,1,1,"",1,"E2"
"80","1","0214bddb","Y","66",4,1,1,1,"",1,"E4"
"81","1","f34323b3","Y","17",0,0,1,1,"",1,"E2"
"82","1","8b4387a7","Y","55",4,1,1,1,"",1,"E4"
"83","1","681e8d13","Y","46",4,1,NA,NA,"",1,"C1"
"84","1","e2c06827","Y","28",4,1,NA,NA,"",1,"C1"
"85","1","c2c68661","Y","23",0,0,1,1,"",1,"E2"
"86","1","314d3e9e","Y","53",0,0,1,1,"",0,"E2"
"87","1","637b06ab","Y","54",0,0,1,1,"",1,"E2"
"88","1","b88d0948","Y","35",0,0,1,1,"",1,"E2"
"89","1","4efa6d56","Y","4",4,1,NA,NA,"",1,"C1"
"90","1","7764300b","Y","28",0,0,NA,NA,"",1,"C0"
"91","1","b9a62cca","Y","37",0,0,NA,NA,"",NA,"C0"
"92","1","4f587fd9","Y","17",4,1,1,1,"",1,"E4"
"93","1","3c443de7","Y","50",4,1,1,1,"",1,"E4"
"94","1","c3499ef0","Y","33",4,1,1,1,"",1,"E4"
"95","1","38770665","Y","16",4,1,1,1,"",1,"E4"
"96","1","da35ced4","Y","26",4,1,1,1,"",1,"E4"
"97","1","8473c865","Y","16",0,0,1,1,"",1,"E2"
"98","1","73a094bb","Y","22",0,0,NA,NA,"",1,"C0"
"99","1","6fb654b5","Y","18",4,1,1,1,"",0,"E4"
"100","1","1cba2e38","Y","36",0,0,NA,NA,"",1,"C0"
"101","1","3165f4f2","Y","43",0,0,1,1,"",1,"E2"
"102","1","ff19994e","Y","31",0,0,NA,NA,"",0,"C0"
"103","1","b3b94cc6","Y","13",4,1,NA,NA,"",1,"C1"
"104","1","0f8cccfb","Y","4",0,0,NA,NA,"",1,"C0"
"105","1","540596e7","Y","29",4,1,1,1,"",1,"E4"
"106","1","b96cbefd","Y","41",4,1,NA,NA,"",1,"C1"
"107","1","396a5094","Y","61",4,1,NA,NA,"",0,"C1"
"108","1","847f0b39","Y","31",4,1,NA,NA,"",1,"C1"
"109","1","600e6ec7","Y","15",0,0,0.5,0,"",1,"E1"
"110","1","ab11cafa","Y","60",4,1,1,1,"",1,"E4"
"111","1","0b4c8fa9","Y","1",4,1,1,1,"",1,"E4"
"112","1","3dc8c3ae","Y","60",4,1,1,1,"",1,"E4"
"113","1","c2e15621","Y","22",4,1,NA,NA,"",1,"C1"
"114","1","795a33c4","Y","2",4,1,1,1,"",1,"E4"
"115","1","306a68b5","Y","61",4,1,NA,NA,"",1,"C1"
"116","1","5e1fefa4","Y","68",0,0,1,1,"",1,"E2"
"117","1","1d14a56e","Y","37",4,1,NA,NA,"",1,"C1"
"118","1","42ea4e17","Y","68",4,1,1,1,"",1,"E4"
"119","1","3e6003a0","Y","26",0,0,1,1,"",1,"E2"
"120","1","80f6436d","Y","33",0,0,1,1,"",1,"E2"
"121","1","6357148d","Y","62",4,1,0.5,0,"",1,"E3"
"122","1","404899e6","Y","18",4,1,1,1,"",1,"E4"
"123","1","fe48de2a","Y","57",4,1,1,1,"",1,"E4"
"124","1","1ec4b170","Y","23",4,1,1,1,"",1,"E4"
"125","1","7b89ad19","Y","32",4,1,NA,NA,"",1,"C1"
"126","1","22099a05","Y","56",4,1,1,1,"",NA,"E4"
"127","1","e77f48a5","Y","54",4,1,1,1,"",1,"E4"
"128","1","f859067a","Y","52",4,1,1,1,"",0,"E4"
"129","1","1fce5db0","Y","39",4,1,1,1,"",1,"E4"
"130","1","93a7e408","Y","72",4,1,1,1,"",1,"E4"
"131","1","57848858","Y","40",0,0,NA,NA,"",1,"C0"
"132","1","8d866aa9","Y","46",4,1,NA,NA,"",1,"C1"
"133","1","1bd97d91","Y","58",4,1,1,1,"",1,"E4"
"134","1","433ca1a4","Y","34",4,1,1,1,"",1,"E4"
"135","1","d0ccbc3e","Y","5",4,1,1,1,"",1,"E4"
"136","1","24fa701a","Y","71",0,0,1,1,"",1,"E2"
"137","1","b80f8841","Y","9",4,1,1,1,"",0,"E4"
"138","1","40decb5b","Y","3",4,1,1,1,"",1,"E4"
"139","1","a7d23896","Y","37",4,1,NA,NA,"",1,"C1"
"140","1","ec0ae93d","Y","67",0,0,1,1,"",1,"E2"
"141","1","6688993f","Y","43",0,0,1,1,"",0,"E2"
"142","1","274ebc21","Y","4",4,1,NA,NA,"",1,"C1"
"143","1","5feccbfe","Y","59",0,0,NA,NA,"",1,"C0"
"144","1","ec7d9428","Y","8",4,1,1,1,"",0,"E4"
"145","1","8c10f950","Y","72",0,0,1,1,"",1,"E2"
"146","1","18f20570","Y","32",4,1,NA,NA,"",0,"C1"
"147","1","c2e37220","Y","45",0,0,1,1,"",1,"E2"
"148","1","df70873b","Y","15",0,0,0.5,0,"",1,"E1"
"149","1","aeca5770","Y","2",0,0,1,1,"",1,"E2"
"150","1","7b7e20b8","Y","71",4,1,1,1,"",1,"E4"
"151","1","e62f3627","Y","64",4,1,1,1,"",1,"E4"
"152","1","06520949","Y","65",4,1,NA,NA,"",1,"C1"
"153","1","0fb9746b","Y","35",4,1,1,1,"",1,"E4"
"154","1","33703898","Y","44",4,1,1,1,"",0,"E4"
"155","1","82e4f983","Y","5",4,1,1,1,"",1,"E4"
"156","1","32ae40bc","Y","29",4,1,1,1,"",1,"E4"
"157","1","0d0ac8db","Y","16",0,0,1,1,"",1,"E2"
"158","1","f2dd42f0","Y","12",4,1,1,1,"",1,"E4"
"159","1","d82161dd","Y","39",4,1,1,1,"",1,"E4"
"160","1","443125ae","Y","5",4,1,1,1,"",1,"E4"
"161","1","4f4ad39e","Y","44",4,1,1,1,"",1,"E4"
"162","1","ddd2cd04","Y","42",4,1,1,1,"",1,"E4"
"163","1","4f663662","Y","43",4,1,1,1,"",1,"E4"
"164","1","7b561d0e","Y","22",4,1,NA,NA,"",1,"C1"
"165","1","b25f76c8","Y","9",4,1,1,1,"",1,"E4"
"166","1","be280e59","Y","69",4,1,1,1,"",1,"E4"
"167","1","b862c1bd","Y","29",4,1,1,1,"",1,"E4"
"168","1","1bbeee33","Y","3",0,0,1,1,"",1,"E2"
"169","1","284cfabc","Y","33",0,0,1,1,"",1,"E2"
"170","1","de875af5","Y","22",4,1,NA,NA,"",1,"C1"
"171","1","3d0480e9","Y","25",4,1,NA,NA,"",1,"C1"
"172","1","74607883","Y","72",4,1,1,1,"",1,"E4"
"173","1","6d48b8f1","Y","10",4,1,1,1,"",1,"E4"
"174","1","9aacdad8","Y","25",4,1,NA,NA,"",1,"C1"
"175","1","26e4e004","Y","36",4,1,NA,NA,"",1,"C1"
"176","1","0aaa9b40","Y","26",4,1,1,1,"",1,"E4"
"177","1","804d4297","Y","56",0,0,1,1,"",1,"E2"
"178","1","80b548d4","Y","55",4,1,1,1,"",1,"E4"
"179","1","6b5cafea","Y","37",4,1,NA,NA,"",0,"C1"
"180","1","667733fc","Y","9",4,1,1,1,"",1,"E4"
"181","1","6693b90b","Y","14",4,1,1,1,"",1,"E4"
"182","1","21612dca","Y","67",4,1,1,1,"",1,"E4"
"183","1","d1be95a1","Y","40",4,1,NA,NA,"",1,"C1"
"184","1","fa209808","Y","10",0,0,1,1,"",1,"E2"
"185","1","22d8ec91","Y","6",4,1,1,1,"",1,"E4"
"186","1","5e753aac","Y","38",0,0,NA,NA,"",0,"C0"
"187","1","c72bbe9c","Y","70",4,1,NA,NA,"",0,"C1"
"188","1","340feb85","Y","1",4,1,1,1,"",1,"E4"
"189","1","db9970cc","Y","21",4,1,NA,NA,"",1,"C1"
"190","1","50752564","Y","28",0,0,NA,NA,"",0,"C0"
"191","1","2931b188","Y","68",4,1,1,1,"",1,"E4"
"192","1","5c2d34c5","Y","19",4,1,NA,NA,"",1,"C1"
"193","1","af6f69fe","Y","72",0,0,1,1,"",1,"E2"
"194","1","c14ccb93","Y","19",4,1,NA,NA,"",1,"C1"
"195","1","dac8f33f","Y","42",0,0,1,1,"",1,"E2"
"196","1","71d009e7","Y","65",4,1,NA,NA,"",1,"C1"
"197","1","fc75dbf0","Y","41",0,0,NA,NA,"",1,"C0"
"198","1","62df6732","Y","36",0,0,NA,NA,"",1,"C0"
"199","1","4227fcc4","Y","52",4,1,1,1,"",1,"E4"
"200","1","bee6030b","Y","50",0,0,1,1,"",1,"E2"
"201","1","2a518c7a","Y","10",4,1,1,1,"",1,"E4"
"202","1","592d28be","Y","8",0,0,1,1,"",1,"E2"
"203","1","b3906a94","Y","45",0,0,1,1,"",1,"E2"
"204","1","f7db2e41","Y","55",4,1,1,1,"",1,"E4"
"205","1","7b7c162a","Y","34",0,0,1,1,"",1,"E2"
"206","1","e19537a4","Y","49",4,1,1,1,"",1,"E4"
"207","1","94c70820","Y","7",4,1,1,1,"",1,"E4"
"208","1","701c70db","Y","7",4,1,1,1,"",1,"E4"
"209","1","202019d7","Y","7",0,0,1,1,"",1,"E2"
"210","1","560fadca","Y","69",4,1,1,1,"",0,"E4"
"211","1","c9ee69e5","Y","3",0,0,1,1,"",1,"E2"
"212","1","1042f7fb","Y","36",4,1,NA,NA,"",1,"C1"
"213","1","1bcf4eb3","Y","47",0,0,1,1,"",1,"E2"
"214","1","659962bc","Y","63",4,1,NA,NA,"",1,"C1"
"215","1","c60a1819","Y","14",4,1,1,1,"",1,"E4"
"216","1","abcb9b41","Y","63",4,1,NA,NA,"",1,"C1"
"217","1","b710dd54","Y","34",4,1,1,1,"",1,"E4"
"218","1","9ee08759","Y","61",4,1,NA,NA,"",1,"C1"
"219","1","d7024081","Y","47",4,1,1,1,"",1,"E4"
"220","1","77979edf","Y","60",4,1,1,1,"",1,"E4"
"221","1","b72c3836","Y","38",4,1,NA,NA,"",1,"C1"
"222","1","613b5cd9","Y","29",0,0,1,1,"",1,"E2"
"223","1","339754b7","Y","59",0,0,NA,NA,"",1,"C0"
"224","1","726479cc","Y","62",0,0,0.5,0,"",1,"E1"
"225","1","ecd03b3e","Y","21",4,1,NA,NA,"",1,"C1"
"226","1","c6e8c3fa","Y","15",0,0,0.5,0,"",0,"E1"
"227","1","f595f97a","Y","12",0,0,1,1,"",0,"E2"
"228","1","eb969033","Y","53",0,0,1,1,"",1,"E2"
"229","1","89755288","Y","35",4,1,1,1,"",1,"E4"
"230","1","1e283d3b","Y","35",4,1,1,1,"",1,"E4"
"231","1","c05c79ae","Y","6",4,1,1,1,"",1,"E4"
"232","1","8f814292","Y","64",4,1,1,1,"",1,"E4"
"233","1","3af57869","Y","30",0,0,1,1,"",1,"E2"
"234","1","766c222b","Y","6",4,1,1,1,"",1,"E4"
"235","1","9a6c1109","Y","59",0,0,NA,NA,"",1,"C0"
"236","1","6f72dae0","Y","59",0,0,NA,NA,"",1,"C0"
"237","1","1f4db0e3","Y","54",4,1,1,1,"",1,"E4"
"238","1","fbe1ab7b","Y","49",0,0,1,1,"",1,"E2"
"239","1","9e020906","Y","17",4,1,1,1,"",1,"E4"
"240","1","bafa25db","Y","7",4,1,1,1,"",1,"E4"
"241","1","d0e7b154","Y","1",0,0,1,1,"",0,"E2"
"242","1","b0435f19","Y","66",4,1,1,1,"",1,"E4"
"243","1","ab68d30a","Y","16",0,0,1,1,"",1,"E2"
"244","1","fd41ba1c","Y","39",0,0,1,1,"",1,"E2"
"245","1","9025ac9a","Y","47",4,1,1,1,"",1,"E4"
"246","1","f69caddd","Y","64",0,0,1,1,"",1,"E2"
"247","1","e504bac0","Y","12",4,1,1,1,"",1,"E4"
"248","1","3889520b","Y","2",4,1,1,1,"",0,"E4"
"249","1","e57c8b99","Y","1",4,1,1,1,"",1,"E4"
"250","1","33be3af3","Y","43",0,0,1,1,"",1,"E2"
"251","1","47a63b7e","Y","46",0,0,NA,NA,"",1,"C0"
"252","1","8746057e","Y","12",4,1,1,1,"",1,"E4"
"253","1","e7e329ea","Y","56",0,0,1,1,"",1,"E2"
"254","1","ce8b3abd","Y","70",4,1,NA,NA,"",1,"C1"
"255","2","197d562b","Y","70",0,0,1,1,"",1,"E2"
"256","2","96d072bc","Y","48",2,1,NA,NA,"",1,"C1"
"257","2","9eade805","Y","24",0,0,1,1,"",1,"E2"
"258","2","fddc5240","Y","40",0,0,1,1,"",1,"E2"
"259","2","4f63bdda","Y","14",2,1,NA,NA,"",1,"C1"
"260","2","0f8e1f20","Y","50",2,1,1,1,"",1,"E4"
"261","2","e532b2e8","Y","45",0,0,NA,NA,"",1,"C0"
"262","2","058ce7a0","Y","30",2,1,NA,NA,"",1,"C1"
"263","2","4d841e61","Y","68",0,0,NA,NA,"",1,"C0"
"264","2","c348425f","Y","62",2,1,1,1,"",1,"E4"
"265","2","67af0b83","Y","28",2,1,1,1,"",1,"E4"
"266","2","3966c674","Y","17",0,0,1,1,"",1,"E2"
"267","2","ba5ad211","Y","58",2,1,NA,NA,"",1,"C1"
"268","2","646e6976","Y","41",2,1,1,1,"",1,"E4"
"269","2","a2c59239","Y","19",0,0,1,1,"",1,"E2"
"270","2","e1f2a406","Y","57",2,1,1,1,"",1,"E4"
"271","2","3ad8b6e0","Y","10",2,1,NA,NA,"",1,"C1"
"272","2","c13bb686","Y","63",2,1,1,1,"",1,"E4"
"273","2","3bdc5834","Y","41",2,1,1,1,"",0,"E4"
"274","2","261d4e6f","Y","40",0,0,1,1,"",1,"E2"
"275","2","5aff7169","Y","14",0,0,NA,NA,"",1,"C0"
"276","2","710b15d8","Y","13",0,0,0.5,0,"",1,"E1"
"277","2","e9d971d7","Y","58",0,0,NA,NA,"",1,"C0"
"278","2","a6215706","Y","65",2,1,1,1,"",1,"E4"
"279","2","5f4f6a19","Y","13",2,1,0.5,0,"",1,"E3"
"280","2","da38b7d6","Y","70",2,1,1,1,"",1,"E4"
"281","2","2d9b726e","Y","67",2,1,1,1,"",1,"E4"
"282","2","5db36a2e","Y","6",0,0,NA,NA,"",1,"C0"
"283","2","f60ef2f2","Y","13",2,1,0.5,0,"",1,"E3"
"284","2","a4267f3d","Y","49",0,0,NA,NA,"",1,"C0"
"285","2","3e9bfda8","Y","8",0,0,NA,NA,"",1,"C0"
"286","2","981d4269","Y","5",2,1,1,1,"",1,"E4"
"287","2","9c96c8a9","Y","9",2,1,1,1,"",1,"E4"
"288","2","897c4335","Y","34",2,1,1,1,"",1,"E4"
"289","2","90b7c0f8","Y","52",2,1,1,1,"",1,"E4"
"290","2","b9fda6b0","Y","32",2,1,1,1,"",1,"E4"
"291","2","5b272c3b","Y","30",2,1,NA,NA,"",1,"C1"
"292","2","c63f768d","Y","71",2,1,1,1,"",1,"E4"
"293","2","eecf2ed6","Y","44",2,1,1,1,"",1,"E4"
"294","2","b303b391","Y","48",0,0,NA,NA,"",1,"C0"
"295","2","b3b61219","Y","48",2,1,NA,NA,"",1,"C1"
"296","2","03aec73b","Y","58",0,0,NA,NA,"",1,"C0"
"297","2","72379027","Y","52",2,1,1,1,"",0,"E4"
"298","2","5e2447b3","Y","24",0,0,1,1,"",1,"E2"
"299","2","86992d74","Y","24",0,0,1,1,"",1,"E2"
"300","2","a55fdf0e","Y","48",2,1,NA,NA,"",0,"C1"
"301","2","02787d34","Y","49",0,0,NA,NA,"",1,"C0"
"302","2","6344ac17","Y","8",2,1,NA,NA,"",1,"C1"
"303","2","ec7f3391","Y","56",2,1,NA,NA,"",1,"C1"
"304","2","5c010bd8","Y","65",2,1,1,1,"",1,"E4"
"305","2","3c84a38a","Y","61",2,1,1,1,"",1,"E4"
"306","2","3abc159e","Y","71",2,1,1,1,"",1,"E4"
"307","2","715014f1","Y","53",0,0,1,1,"",1,"E2"
"308","2","0907ef5e","Y","32",0,0,1,1,"",1,"E2"
"309","2","73872eef","Y","66",0,0,NA,NA,"",1,"C0"
"310","2","aaa244ee","Y","25",2,1,1,1,"",1,"E4"
"311","2","b70fb384","Y","57",0,0,1,1,"",1,"E2"
"312","2","d6105505","Y","39",2,1,NA,NA,"",1,"C1"
"313","2","ef44fc9e","Y","63",2,1,1,1,"",1,"E4"
"314","2","27e06bfd","Y","4",0,0,1,1,"",1,"E2"
"315","2","ac5be584","Y","50",2,1,1,1,"",1,"E4"
"316","2","07415149","Y","30",0,0,NA,NA,"",1,"C0"
"317","2","90450d4f","Y","33",2,1,1,1,"",1,"E4"
"318","2","5ccf607b","Y","45",2,1,NA,NA,"",1,"C1"
"319","2","35ce23c9","Y","31",2,1,1,1,"",1,"E4"
"320","2","9ff4ccf0","Y","24",2,1,1,1,"",1,"E4"
"321","2","c2ac5f8c","Y","53",2,1,1,1,"",1,"E4"
"322","2","9db2fbe2","Y","25",0,0,1,1,"",1,"E2"
"323","2","d7673f50","Y","21",2,1,1,1,"",1,"E4"
"324","2","996c49b9","Y","57",2,1,1,1,"",1,"E4"
"325","2","15349c3e","Y","26",2,1,NA,NA,"",1,"C1"
"326","2","46ef6cf2","Y","55",0,0,1,1,"",1,"E2"
"327","2","5418101d","Y","3",2,1,1,1,"",1,"E4"
"328","2","21881d2d","Y","42",0,0,NA,NA,"",1,"C0"
"329","2","d6225c5a","Y","66",2,1,NA,NA,"",1,"C1"
"330","2","fed5e072","Y","42",0,0,NA,NA,"",NA,"C0"
"331","2","c52ac88a","Y","46",2,1,1,1,"",1,"E4"
"332","2","d709fa60","Y","23",2,1,1,1,"",1,"E4"
"333","2","daa22637","Y","64",2,1,NA,NA,"",1,"C1"
"334","2","0214bddb","Y","66",2,1,NA,NA,"",1,"C1"
"335","2","f34323b3","Y","17",0,0,1,1,"",1,"E2"
"336","2","8b4387a7","Y","55",2,1,1,1,"",1,"E4"
"337","2","681e8d13","Y","46",0,0,1,1,"",1,"E2"
"338","2","e2c06827","Y","28",2,1,1,1,"",1,"E4"
"339","2","c2c68661","Y","23",2,1,1,1,"",1,"E4"
"340","2","314d3e9e","Y","53",0,0,1,1,"",1,"E2"
"341","2","637b06ab","Y","54",2,1,1,1,"",1,"E4"
"342","2","b88d0948","Y","35",2,1,NA,NA,"",1,"C1"
"343","2","4efa6d56","Y","4",0,0,1,1,"",0,"E2"
"344","2","7764300b","Y","28",2,1,1,1,"",1,"E4"
"345","2","b9a62cca","Y","37",0,0,1,1,"",NA,"E2"
"346","2","4f587fd9","Y","17",2,1,1,1,"",1,"E4"
"347","2","3c443de7","Y","50",0,0,1,1,"",1,"E2"
"348","2","c3499ef0","Y","33",0,0,1,1,"",1,"E2"
"349","2","38770665","Y","16",2,1,1,1,"",1,"E4"
"350","2","da35ced4","Y","26",2,1,NA,NA,"",1,"C1"
"351","2","8473c865","Y","16",2,1,1,1,"",1,"E4"
"352","2","73a094bb","Y","22",0,0,1,1,"",1,"E2"
"353","2","6fb654b5","Y","18",2,1,1,1,"",1,"E4"
"354","2","1cba2e38","Y","36",0,0,0,0,"",1,"E1"
"355","2","3165f4f2","Y","43",0,0,NA,NA,"",1,"C0"
"356","2","ff19994e","Y","31",0,0,1,1,"",1,"E2"
"357","2","b3b94cc6","Y","13",0,0,0.5,0,"",1,"E1"
"358","2","0f8cccfb","Y","4",0,0,1,1,"",1,"E2"
"359","2","540596e7","Y","29",2,1,1,1,"",1,"E4"
"360","2","b96cbefd","Y","41",2,1,1,1,"",1,"E4"
"361","2","396a5094","Y","61",2,1,1,1,"",1,"E4"
"362","2","847f0b39","Y","31",0,0,1,1,"",1,"E2"
"363","2","600e6ec7","Y","15",2,1,1,1,"",1,"E4"
"364","2","ab11cafa","Y","60",0,0,1,1,"",1,"E2"
"365","2","0b4c8fa9","Y","1",2,1,NA,NA,"",1,"C1"
"366","2","3dc8c3ae","Y","60",2,1,1,1,"",0,"E4"
"367","2","c2e15621","Y","22",0,0,1,1,"",1,"E2"
"368","2","795a33c4","Y","2",2,1,NA,NA,"",1,"C1"
"369","2","306a68b5","Y","61",0,0,1,1,"",1,"E2"
"370","2","5e1fefa4","Y","68",2,1,NA,NA,"",1,"C1"
"371","2","1d14a56e","Y","37",2,1,1,1,"",1,"E4"
"372","2","42ea4e17","Y","68",2,1,NA,NA,"",1,"C1"
"373","2","3e6003a0","Y","26",2,1,NA,NA,"",1,"C1"
"374","2","80f6436d","Y","33",2,1,1,1,"",1,"E4"
"375","2","6357148d","Y","62",2,1,1,1,"",1,"E4"
"376","2","404899e6","Y","18",2,1,1,1,"",1,"E4"
"377","2","fe48de2a","Y","57",2,1,1,1,"",1,"E4"
"378","2","1ec4b170","Y","23",2,1,1,1,"",1,"E4"
"379","2","7b89ad19","Y","32",0,0,1,1,"",1,"E2"
"380","2","22099a05","Y","56",2,1,NA,NA,"",NA,"C1"
"381","2","e77f48a5","Y","54",0,0,1,1,"",1,"E2"
"382","2","f859067a","Y","52",2,1,1,1,"",1,"E4"
"383","2","1fce5db0","Y","39",2,1,NA,NA,"",1,"C1"
"384","2","93a7e408","Y","72",0,0,NA,NA,"",1,"C0"
"385","2","57848858","Y","40",2,1,1,1,"",1,"E4"
"386","2","8d866aa9","Y","46",0,0,1,1,"",0,"E2"
"387","2","1bd97d91","Y","58",2,1,NA,NA,"",1,"C1"
"388","2","433ca1a4","Y","34",0,0,1,1,"",1,"E2"
"389","2","d0ccbc3e","Y","5",0,0,1,1,"",1,"E2"
"390","2","24fa701a","Y","71",0,0,1,1,"",1,"E2"
"391","2","b80f8841","Y","9",2,1,1,1,"",1,"E4"
"392","2","40decb5b","Y","3",2,1,1,1,"",1,"E4"
"393","2","a7d23896","Y","37",0,0,1,1,"",1,"E2"
"394","2","ec0ae93d","Y","67",0,0,1,1,"",1,"E2"
"395","2","6688993f","Y","43",0,0,NA,NA,"",1,"C0"
"396","2","274ebc21","Y","4",2,1,1,1,"",1,"E4"
"397","2","5feccbfe","Y","59",2,1,1,1,"",1,"E4"
"398","2","ec7d9428","Y","8",2,1,NA,NA,"",1,"C1"
"399","2","8c10f950","Y","72",2,1,NA,NA,"",1,"C1"
"400","2","18f20570","Y","32",2,1,1,1,"",1,"E4"
"401","2","c2e37220","Y","45",0,0,NA,NA,"",1,"C0"
"402","2","df70873b","Y","15",0,0,1,1,"",1,"E2"
"403","2","aeca5770","Y","2",2,1,NA,NA,"",1,"C1"
"404","2","7b7e20b8","Y","71",2,1,1,1,"",1,"E4"
"405","2","e62f3627","Y","64",0,0,NA,NA,"",1,"C0"
"406","2","06520949","Y","65",2,1,1,1,"",1,"E4"
"407","2","0fb9746b","Y","35",2,1,NA,NA,"",1,"C1"
"408","2","33703898","Y","44",0,0,1,1,"",0,"E2"
